Team,contestantId,playerId,Short Name,Player Name,Age,Position_x,Nationality,Position_y,total accurate back zone pass_Total,total accurate fwd zone pass_Total,total accurate long balls_Total,total accurate pass_Total,total big chances saved_Total,total effective clearance_Total,total mins played,total accurate cross_Total,total att assist_Total,total attempt_Total,total attempts ibox_Total,total attempts obox_Total,total blocked scoring att_Total,total contest_Total,total dribbles attempted_Total,total duels won_Total,total ontarget attempt_Total,total touches in opposition box_Total,total was fouled_Total,total won contest_Total,total won tackle_Total,total aerial won_Total,total interception_Total,total assists_Total,total goals_Total,total direct setpiece goals_Total,pass_success_pct_Total,long_balls_success_pct_Total,cross_success_pct_Total,dribble_success_pct_Total,attempt_success_pct_Total,duel_success_pct_Total,aerial_success_pct_Total,tackle_success_pct_Total,xG_Total,xA_Total,CreatedOwnShot_Total,Total Carries_Total,Total Carry xT_Total,Total Final Third Carries_Total,passes_into_final_third_Total,progressive_passes_Total,xT_pass_Total,forward_passes_Total,total accurate back zone pass_p90,total accurate fwd zone pass_p90,total accurate long balls_p90,total accurate pass_p90,total big chances saved_p90,total effective clearance_p90,total accurate cross_p90,total att assist_p90,total attempt_p90,total attempts ibox_p90,total attempts obox_p90,total blocked scoring att_p90,total contest_p90,total dribbles attempted_p90,total duels won_p90,total ontarget attempt_p90,total touches in opposition box_p90,total was fouled_p90,total won contest_p90,total won tackle_p90,total aerial won_p90,total interception_p90,total assists_p90,total goals_p90,total direct setpiece goals_p90,pass_success_pct_p90,long_balls_success_pct_p90,cross_success_pct_p90,dribble_success_pct_p90,attempt_success_pct_p90,duel_success_pct_p90,aerial_success_pct_p90,tackle_success_pct_p90,xG_p90,xA_p90,CreatedOwnShot_p90,Total Carries_p90,Total Carry xT_p90,Total Final Third Carries_p90,passes_into_final_third_p90,progressive_passes_p90,xT_pass_p90,forward_passes_p90,Pos.,total accurate back zone pass_TotalPR,total accurate fwd zone pass_TotalPR,total accurate long balls_TotalPR,total accurate pass_TotalPR,total big chances saved_TotalPR,total effective clearance_TotalPR,total accurate cross_TotalPR,total att assist_TotalPR,total attempt_TotalPR,total attempts ibox_TotalPR,total attempts obox_TotalPR,total blocked scoring att_TotalPR,total contest_TotalPR,total dribbles attempted_TotalPR,total duels won_TotalPR,total ontarget attempt_TotalPR,total touches in opposition box_TotalPR,total was fouled_TotalPR,total won contest_TotalPR,total won tackle_TotalPR,total aerial won_TotalPR,total interception_TotalPR,total assists_TotalPR,total goals_TotalPR,total direct setpiece goals_TotalPR,pass_success_pct_TotalPR,long_balls_success_pct_TotalPR,cross_success_pct_TotalPR,dribble_success_pct_TotalPR,attempt_success_pct_TotalPR,duel_success_pct_TotalPR,aerial_success_pct_TotalPR,tackle_success_pct_TotalPR,xG_TotalPR,xA_TotalPR,CreatedOwnShot_TotalPR,Total Carries_TotalPR,Total Carry xT_TotalPR,Total Final Third Carries_TotalPR,passes_into_final_third_TotalPR,progressive_passes_TotalPR,xT_pass_TotalPR,forward_passes_TotalPR,total accurate back zone pass_p90PR,total accurate fwd zone pass_p90PR,total accurate long balls_p90PR,total accurate pass_p90PR,total big chances saved_p90PR,total effective clearance_p90PR,total accurate cross_p90PR,total att assist_p90PR,total attempt_p90PR,total attempts ibox_p90PR,total attempts obox_p90PR,total blocked scoring att_p90PR,total contest_p90PR,total dribbles attempted_p90PR,total duels won_p90PR,total ontarget attempt_p90PR,total touches in opposition box_p90PR,total was fouled_p90PR,total won contest_p90PR,total won tackle_p90PR,total aerial won_p90PR,total interception_p90PR,total assists_p90PR,total goals_p90PR,total direct setpiece goals_p90PR,pass_success_pct_p90PR,long_balls_success_pct_p90PR,cross_success_pct_p90PR,dribble_success_pct_p90PR,attempt_success_pct_p90PR,duel_success_pct_p90PR,aerial_success_pct_p90PR,tackle_success_pct_p90PR,xG_p90PR,xA_p90PR,CreatedOwnShot_p90PR,Total Carries_p90PR,Total Carry xT_p90PR,Total Final Third Carries_p90PR,passes_into_final_third_p90PR,progressive_passes_p90PR,xT_pass_p90PR,forward_passes_p90PR,League
OFI,dr4emys1xpm2h54oid0q5y2nx,8tby561bvneehgc584uiv479x,A. Bouchalakis,Andreas Bouchalakis,33,Midfielder,Greece,Midfielder,82.0,65.0,24.0,146.0,0.0,5.0,276.0,1.0,2.0,2.0,0.0,2.0,1.0,3.0,3.0,12.0,1.0,1.0,2.0,3.0,3.0,3.0,5.0,0.0,1.0,1.0,87.43,75.0,33.33,100.0,50.0,46.15,60.0,60.0,0.121229298421855,0.1213979404543286,1.0,3.0,0.06084187,0.0,18.0,15.0,0.3329647299999998,71.0,26.73913043478261,21.195652173913043,7.826086956521738,47.60869565217391,0.0,1.6304347826086956,0.3260869565217391,0.6521739130434783,0.6521739130434783,0.0,0.6521739130434783,0.3260869565217391,0.9782608695652172,0.9782608695652172,3.913043478260869,0.3260869565217391,0.3260869565217391,0.6521739130434783,0.9782608695652172,0.9782608695652172,0.9782608695652172,1.6304347826086956,0.0,0.3260869565217391,0.3260869565217391,87.43,75.0,33.33,100.0,50.0,46.15,60.0,60.0,0.0395312929636483,0.0395862849307593,0.3260869565217391,0.9782608695652172,0.0198397402173913,0.0,5.869565217391304,4.891304347826087,0.1085754554347825,23.15217391304348,DM/CM,88,50,100,69,53,62,62,34,56,25,72,66,56,53,38,69,25,9,81,53,69,91,44,91,100,62,72,66,94,75,34,66,56,38,25,53,25,19,9,72,59,44,62,94,62,100,88,53,62,62,25,50,25,69,75,56,50,38,62,25,6,81,50,75,88,44,94,100,62,72,66,94,75,34,66,56,38,31,62,25,19,9,81,75,56,81,Greek Super League
OFI,dr4emys1xpm2h54oid0q5y2nx,az4vys76d0diwqjw8hy7908o9,A. Poungouras,Achilleas Poungouras,30,Defender,Greece,Defender,89.0,41.0,9.0,130.0,0.0,12.0,270.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,2.0,0.0,1.0,4.0,1.0,0.0,0.0,0.0,90.91,64.29,0.0,0.0,0.0,42.86,40.0,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.666666666666668,13.666666666666666,3.0,43.333333333333336,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.6666666666666666,0.0,0.3333333333333333,1.3333333333333333,0.3333333333333333,0.0,0.0,0.0,90.91,64.29,0.0,0.0,0.0,42.86,40.0,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CB,38,40,40,46,44,27,42,17,12,19,40,33,27,27,12,42,12,37,35,19,23,15,48,48,52,88,81,42,35,42,15,17,19,12,21,42,13,13,21,4,4,4,4,62,58,38,69,44,35,42,17,12,19,40,33,27,27,15,42,12,42,35,21,27,19,48,48,52,88,81,42,35,42,15,17,19,12,21,42,13,13,21,4,4,4,4,Greek Super League
OFI,dr4emys1xpm2h54oid0q5y2nx,czxjhy0u4qilxxjp472rqk0lw,N. Athanasiou,Nikolaos Athanasiou,25,Defender,Greece,Defender,82.0,65.0,11.0,142.0,0.0,5.0,334.0,5.0,5.0,2.0,2.0,0.0,0.0,10.0,10.0,21.0,1.0,7.0,9.0,4.0,2.0,2.0,9.0,2.0,0.0,0.0,78.89,39.29,26.32,40.0,50.0,56.76,50.0,33.33,0.1074858203943487,0.5358810528599774,1.0,9.0,0.2243088,2.0,9.0,13.0,0.48239801,50.0,22.09580838323353,17.514970059880238,2.964071856287425,38.26347305389221,0.0,1.3473053892215567,1.3473053892215567,1.3473053892215567,0.5389221556886228,0.5389221556886228,0.0,0.0,2.694610778443113,2.694610778443113,5.658682634730539,0.2694610778443114,1.8862275449101795,2.4251497005988023,1.0778443113772456,0.5389221556886228,0.5389221556886228,2.4251497005988023,0.5389221556886228,0.0,0.0,78.89,39.29,26.32,40.0,50.0,56.76,50.0,33.33,0.0289632450164412,0.1443990860999939,0.2694610778443114,2.4251497005988023,0.060442491017964,0.5389221556886228,2.4251497005988023,3.502994011976048,0.1299874877245508,13.47305389221557,LB/LCB,81,92,88,85,54,23,85,85,69,77,42,46,92,92,81,85,88,88,88,27,42,100,100,54,54,23,54,77,54,96,62,62,12,46,85,81,88,77,62,65,81,77,42,77,85,92,69,54,15,92,85,69,77,42,46,92,92,85,92,85,85,92,31,31,85,100,54,54,23,54,77,54,96,62,62,12,46,85,85,92,77,62,69,69,77,38,Greek Super League
OFI,dr4emys1xpm2h54oid0q5y2nx,ewlscrjtkjzbw4ki7sj0pkley,K. Krizmanić,Kresimir Krizmanic,26,Defender,Croatia,Defender,90.0,29.0,2.0,119.0,0.0,4.0,212.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,3.0,0.0,3.0,2.0,7.0,0.0,0.0,0.0,92.97,28.57,0.0,0.0,0.0,66.67,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.20754716981132,12.31132075471698,0.8490566037735848,50.5188679245283,0.0,1.6981132075471697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.39622641509434,0.0,0.0,1.2735849056603774,0.0,1.2735849056603774,0.8490566037735848,2.971698113207548,0.0,0.0,0.0,92.97,28.57,0.0,0.0,0.0,66.67,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LB/LCB,92,15,12,62,54,15,15,15,19,27,42,46,15,15,23,38,8,54,23,46,42,85,42,54,54,92,23,15,23,38,92,8,96,19,19,38,15,15,19,12,12,12,12,92,23,15,85,54,23,15,15,19,27,42,46,15,15,38,38,8,62,23,69,62,100,42,54,54,92,23,15,23,38,92,8,96,19,19,38,15,15,19,12,12,12,12,Greek Super League
OFI,dr4emys1xpm2h54oid0q5y2nx,mqrqptiqi08h0t55awqcsd05,T. Fountas,Taxiarchis Fountas,31,Attacker,Greece,Striker,33.0,26.0,3.0,59.0,0.0,3.0,266.0,0.0,0.0,7.0,5.0,2.0,1.0,6.0,6.0,8.0,2.0,8.0,1.0,2.0,3.0,1.0,1.0,0.0,0.0,0.0,79.73,60.0,0.0,33.33,28.57,27.59,20.0,75.0,0.492778608315729,0.0,2.0,2.0,0.05365512,1.0,4.0,5.0,0.26381316,21.0,11.165413533834586,8.796992481203008,1.0150375939849623,19.9624060150376,0.0,1.0150375939849623,0.0,0.0,2.3684210526315788,1.6917293233082706,0.6766917293233082,0.3383458646616541,2.0300751879699246,2.0300751879699246,2.706766917293233,0.6766917293233082,2.706766917293233,0.3383458646616541,0.6766917293233082,1.0150375939849623,0.3383458646616541,0.3383458646616541,0.0,0.0,0.0,79.73,60.0,0.0,33.33,28.57,27.59,20.0,75.0,0.1667296043173519,0.0,0.6766917293233082,0.6766917293233082,0.0181539879699248,0.3383458646616541,1.3533834586466165,1.6917293233082706,0.0892600917293233,7.105263157894736,ST,91,57,76,78,52,85,28,11,52,54,63,43,57,50,9,48,30,9,46,72,17,67,43,30,52,83,70,28,33,33,9,13,70,35,11,65,35,30,48,63,65,70,72,91,61,83,83,52,91,28,11,57,61,61,43,65,57,9,48,30,4,43,70,17,70,43,30,52,83,70,28,33,33,9,13,70,48,11,70,35,30,48,70,65,70,83,Greek Super League
Olympiakos Piraeus,9ghx7vbghs3628n5chm9r8ig3,1ziaf8ivlizetjhinr9ua6uax,Jota Silva,João Pedro Ferreira Silva,27,Attacker,Portugal,Striker,10.0,26.0,1.0,35.0,0.0,2.0,252.0,1.0,3.0,9.0,8.0,1.0,1.0,5.0,5.0,16.0,5.0,15.0,8.0,1.0,3.0,4.0,0.0,0.0,2.0,0.0,76.09,50.0,33.33,20.0,55.56,41.03,44.44,75.0,0.8570165474181378,0.1980780725485623,1.0,3.0,0.06919518,2.0,0.0,2.0,0.3176918,10.0,3.571428571428572,9.285714285714286,0.3571428571428571,12.5,0.0,0.7142857142857143,0.3571428571428571,1.0714285714285714,3.2142857142857144,2.857142857142857,0.3571428571428571,0.3571428571428571,1.7857142857142858,1.7857142857142858,5.714285714285714,1.7857142857142858,5.357142857142858,2.857142857142857,0.3571428571428571,1.0714285714285714,1.4285714285714286,0.0,0.0,0.7142857142857143,0.0,76.09,50.0,33.33,20.0,55.56,41.03,44.44,75.0,0.3060773383636206,0.0707421687673436,0.3571428571428571,1.0714285714285714,0.0247125642857142,0.7142857142857143,0.0,0.7142857142857143,0.1134613571428571,3.571428571428572,ST,26,57,37,48,52,63,63,57,70,78,41,43,46,43,48,85,67,74,28,72,59,28,43,80,52,74,59,83,22,83,35,61,70,65,57,43,52,43,70,9,41,74,41,22,70,35,61,52,70,61,57,70,78,43,52,52,48,57,91,74,78,22,78,61,28,43,87,52,74,59,83,22,83,35,61,70,65,57,48,52,39,74,9,43,78,39,Greek Super League
Olympiakos Piraeus,9ghx7vbghs3628n5chm9r8ig3,220koojz7ar4c37mpla6zb6jt,N. Tiknizyan,Nayair Tiknizyan,27,Defender,Armenia,Defender,57.0,52.0,3.0,106.0,0.0,6.0,213.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,10.0,0.0,2.0,0.0,1.0,6.0,3.0,3.0,0.0,0.0,0.0,81.54,33.33,27.27,100.0,0.0,55.56,60.0,100.0,0.0,0.2896598673732399,0.0,3.0,0.08129881,1.0,4.0,12.0,0.5447571299999999,53.0,24.08450704225352,21.97183098591549,1.267605633802817,44.7887323943662,0.0,2.535211267605634,1.267605633802817,0.8450704225352113,0.0,0.0,0.0,0.0,0.4225352112676056,0.4225352112676056,4.225352112676056,0.0,0.8450704225352113,0.0,0.4225352112676056,2.535211267605634,1.267605633802817,1.267605633802817,0.0,0.0,0.0,81.54,33.33,27.27,100.0,0.0,55.56,60.0,100.0,0.0,0.1223914932562985,0.0,1.267605633802817,0.0343516098591549,0.4225352112676056,1.6901408450704225,5.070422535211268,0.2301790690140844,22.3943661971831,LB/LCB,38,62,27,46,54,38,69,54,19,27,42,46,35,35,38,38,42,8,54,100,69,42,42,54,54,38,38,85,92,38,46,77,96,19,69,38,42,54,46,31,65,85,62,85,92,46,77,54,77,85,69,19,27,42,46,38,38,62,38,54,8,62,100,92,77,42,54,54,38,38,85,92,38,46,77,96,19,69,38,62,62,54,38,92,85,85,Greek Super League
Olympiakos Piraeus,9ghx7vbghs3628n5chm9r8ig3,3coml6cxqa86px9up8yy3oz1m,L. Pirola,Lorenzo Pirola,24,Defender,Italy,Defender,134.0,59.0,11.0,193.0,0.0,21.0,281.0,0.0,2.0,6.0,6.0,0.0,2.0,0.0,0.0,19.0,0.0,7.0,2.0,0.0,0.0,13.0,2.0,0.0,0.0,0.0,88.53,42.31,0.0,0.0,0.0,54.29,59.09,0.0,0.6273812908747871,0.0,0.0,2.0,0.03620728,1.0,9.0,11.0,0.2464571999999998,136.0,42.91814946619217,18.89679715302491,3.5231316725978647,61.81494661921708,0.0,6.725978647686833,0.0,0.6405693950177936,1.9217081850533808,1.9217081850533808,0.0,0.6405693950177936,0.0,0.0,6.085409252669039,0.0,2.2419928825622777,0.6405693950177936,0.0,0.0,4.1637010676156585,0.6405693950177936,0.0,0.0,0.0,88.53,42.31,0.0,0.0,0.0,54.29,59.09,0.0,0.2009406269705723,0.0,0.0,0.6405693950177936,0.0115966377224199,0.3202846975088968,2.882562277580071,3.5231316725978647,0.0789364697508896,43.55871886120996,CB,81,75,48,81,44,73,42,83,96,96,40,100,27,27,81,42,92,37,35,8,88,33,48,48,52,65,27,42,35,42,50,46,8,96,21,42,46,46,54,42,46,46,81,96,81,54,88,44,77,42,83,96,96,40,100,27,27,85,42,92,38,35,8,96,27,48,48,52,65,27,42,35,42,50,46,8,96,21,42,46,50,54,46,62,62,88,Greek Super League
Olympiakos Piraeus,9ghx7vbghs3628n5chm9r8ig3,8ndcu9m0952u79qfvnmhux9wq,S. Hezze,Santiago Hezze,24,Midfielder,Argentina,Midfielder,70.0,94.0,11.0,164.0,0.0,1.0,293.0,0.0,1.0,4.0,2.0,2.0,2.0,0.0,0.0,14.0,1.0,6.0,0.0,0.0,5.0,6.0,0.0,0.0,0.0,0.0,88.17,68.75,0.0,0.0,25.0,51.85,60.0,62.5,0.3268646860230312,0.1030159370770147,2.0,11.0,0.22451772,2.0,15.0,15.0,0.28007383,78.0,21.50170648464164,28.87372013651877,3.378839590443686,50.37542662116041,0.0,0.3071672354948805,0.0,0.3071672354948805,1.2286689419795225,0.6143344709897611,0.6143344709897611,0.6143344709897611,0.0,0.0,4.300341296928328,0.3071672354948805,1.843003412969284,0.0,0.0,1.5358361774744027,1.843003412969284,0.0,0.0,0.0,0.0,88.17,68.75,0.0,0.0,25.0,51.85,60.0,62.5,0.1004021219865966,0.0316431206038611,0.6143344709897611,3.378839590443686,0.0689644873720136,0.6143344709897611,4.607508532423208,4.607508532423208,0.0860295040955631,23.959044368600683,CM/AM,87,80,93,93,53,43,17,27,43,37,40,77,10,10,53,37,17,7,10,97,100,17,37,37,53,93,80,17,10,37,47,73,60,33,33,60,80,60,27,73,67,47,87,87,80,93,80,53,40,17,27,40,33,40,73,10,10,33,33,13,7,10,100,100,17,37,37,53,93,80,17,10,37,47,73,60,33,33,60,87,60,13,73,60,27,80,Greek Super League
Olympiakos Piraeus,9ghx7vbghs3628n5chm9r8ig3,bbf1u7db2qw8u4bega6b0uesq,A. El Kaabi,Ayoub El Kaabi,33,Attacker,Morocco,Striker,8.0,15.0,1.0,23.0,0.0,1.0,209.0,0.0,0.0,11.0,10.0,1.0,2.0,3.0,3.0,6.0,5.0,16.0,1.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,71.88,100.0,0.0,33.33,45.45,22.22,23.53,0.0,1.1790951789121864,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.04029695,4.0,3.444976076555024,6.45933014354067,0.4306220095693779,9.904306220095693,0.0,0.4306220095693779,0.0,0.0,4.7368421052631575,4.30622009569378,0.4306220095693779,0.8612440191387559,1.2918660287081338,1.2918660287081338,2.583732057416268,2.15311004784689,6.889952153110047,0.4306220095693779,0.4306220095693779,0.0,1.7224880382775118,0.0,0.0,0.0,0.0,71.88,100.0,0.0,33.33,45.45,22.22,23.53,0.0,0.5077443354167309,0.0,0.4306220095693779,0.0,0.0,0.0,0.8612440191387559,0.0,0.0173527535885167,1.7224880382775118,ST,15,17,37,9,52,30,28,11,85,91,41,67,30,26,4,85,78,9,28,15,59,28,43,30,52,48,91,28,33,57,4,22,15,83,11,43,7,7,17,30,9,22,13,17,30,48,22,52,43,28,11,100,100,48,74,30,22,4,100,87,13,26,15,65,28,43,30,52,48,91,28,33,57,4,22,15,96,11,57,7,7,17,43,9,22,13,Greek Super League
Olympiakos Piraeus,9ghx7vbghs3628n5chm9r8ig3,cu7dqkhlo7kms52cdes451bdh,P. Retsos,Panagiotis Retsos,28,Defender,Greece,Defender,99.0,74.0,11.0,173.0,0.0,10.0,270.0,0.0,0.0,3.0,3.0,0.0,0.0,2.0,2.0,20.0,1.0,4.0,3.0,1.0,3.0,10.0,2.0,0.0,0.0,0.0,90.1,61.11,0.0,50.0,33.33,58.82,58.82,50.0,0.1955746809022691,0.0,0.0,3.0,0.06255413,1.0,16.0,15.0,0.3011793699999999,124.0,33.0,24.666666666666668,3.6666666666666665,57.66666666666666,0.0,3.333333333333333,0.0,0.0,1.0,1.0,0.0,0.0,0.6666666666666666,0.6666666666666666,6.666666666666667,0.3333333333333333,1.3333333333333333,1.0,0.3333333333333333,1.0,3.333333333333333,0.6666666666666666,0.0,0.0,0.0,90.1,61.11,0.0,50.0,33.33,58.82,58.82,50.0,0.0651915603007563,0.0,0.0,1.0,0.0208513766666666,0.3333333333333333,5.333333333333333,5.0,0.1003931233333332,41.333333333333336,CB,60,85,48,77,44,21,42,17,77,83,40,33,83,79,87,90,65,56,79,63,79,33,48,48,52,77,73,42,75,90,54,42,37,62,21,42,56,58,54,83,71,65,77,73,92,58,81,44,27,42,17,83,87,40,33,88,83,90,96,77,65,85,69,79,35,48,48,52,77,73,42,75,90,54,42,37,65,21,42,58,62,62,92,79,69,81,Greek Super League
Olympiakos Piraeus,9ghx7vbghs3628n5chm9r8ig3,yzee990gbkpl00qdgr6h3r2t,Chiquinho,Francisco Leonel Lima Silva Machado,31,Midfielder,Portugal,Midfielder,25.0,62.0,8.0,80.0,0.0,0.0,263.0,7.0,8.0,2.0,1.0,1.0,1.0,4.0,4.0,15.0,0.0,8.0,2.0,2.0,2.0,5.0,1.0,0.0,0.0,0.0,74.77,100.0,31.82,50.0,0.0,75.0,83.33,33.33,0.1242087792095504,0.8794846925726129,0.0,4.0,0.10566349,2.0,10.0,14.0,0.5903736999999999,38.0,8.55513307984791,21.216730038022813,2.737642585551331,27.37642585551331,0.0,0.0,2.3954372623574147,2.737642585551331,0.6844106463878328,0.3422053231939164,0.3422053231939164,0.3422053231939164,1.3688212927756656,1.3688212927756656,5.133079847908745,0.0,2.737642585551331,0.6844106463878328,0.6844106463878328,0.6844106463878328,1.711026615969582,0.3422053231939164,0.0,0.0,0.0,74.77,100.0,31.82,50.0,0.0,75.0,83.33,33.33,0.0425049054329259,0.3009643434659131,0.0,1.3688212927756656,0.0361586087452471,0.6844106463878328,3.422053231939164,4.790874524714829,0.2020290228136881,13.003802281368822,CM/AM,30,60,67,47,53,17,93,77,17,13,27,47,53,47,70,13,37,20,47,40,90,43,37,37,53,20,100,60,53,13,100,97,30,13,80,17,23,27,27,50,60,87,37,47,60,67,47,53,17,93,80,13,20,27,53,53,47,60,13,47,20,40,40,93,47,37,37,53,20,100,60,53,13,100,97,30,13,80,17,27,27,27,53,67,87,47,Greek Super League
Atromitos,4gex5os8jassavy6lopipbcz3,1xyoje8cyjcqq80ovwlwyhjvt,D. Stavropoulos,Dimitris Stavrópoulos,29,Defender,Greece,Defender,99.0,38.0,6.0,137.0,0.0,26.0,360.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,17.0,0.0,0.0,4.0,0.0,3.0,9.0,3.0,0.0,0.0,0.0,85.09,26.09,0.0,0.0,0.0,80.95,75.0,60.0,0.0467383686775453,0.0,1.0,2.0,0.04024053,1.0,8.0,12.0,0.21936054,96.0,24.75,9.5,1.5,34.25,0.0,6.5,0.0,0.0,0.25,0.0,0.25,0.0,0.0,0.0,4.25,0.0,0.0,1.0,0.0,0.75,2.25,0.75,0.0,0.0,0.0,85.09,26.09,0.0,0.0,0.0,80.95,75.0,60.0,0.0116845921693863,0.0,0.25,0.5,0.0100601325,0.25,2.0,3.0,0.054840135,24.0,CB,60,35,27,50,44,81,42,17,33,19,85,33,27,27,58,42,12,77,35,63,69,54,48,48,52,35,12,42,35,42,96,83,46,23,21,87,46,50,54,35,52,38,62,38,19,19,27,44,73,42,17,27,19,83,33,27,27,48,42,12,65,35,50,63,50,48,48,52,35,12,42,35,42,96,83,46,23,21,85,42,42,42,29,42,31,50,Greek Super League
Atromitos,4gex5os8jassavy6lopipbcz3,24rz741pn1s6u3r7j7f9xrnit,S. Tsiloulis,Sotiris Tsiloulis,31,Midfielder,Greece,Midfielder,14.0,21.0,1.0,35.0,0.0,2.0,229.0,0.0,0.0,4.0,1.0,3.0,1.0,10.0,10.0,18.0,1.0,12.0,10.0,3.0,1.0,3.0,0.0,0.0,1.0,0.0,77.78,100.0,0.0,30.0,25.0,50.0,0.0,50.0,0.374658990949934,0.0,3.0,1.0,0.04647721,0.0,0.0,0.0,0.03780459,6.0,5.502183406113537,8.253275109170307,0.3930131004366812,13.755458515283843,0.0,0.7860262008733625,0.0,0.0,1.572052401746725,0.3930131004366812,1.1790393013100438,0.3930131004366812,3.930131004366813,3.930131004366813,7.074235807860262,0.3930131004366812,4.716157205240175,3.930131004366813,1.1790393013100438,0.3930131004366812,1.1790393013100438,0.0,0.0,0.3930131004366812,0.0,77.78,100.0,0.0,30.0,25.0,50.0,0.0,50.0,0.147245891639712,0.0,1.1790393013100438,0.3930131004366812,0.0182661524017467,0.0,0.0,0.0,0.0148576991266375,2.3580786026200875,CM,50,50,50,50,75,50,50,50,100,100,100,100,100,100,50,100,100,100,75,100,50,50,75,100,75,100,100,50,50,100,50,50,100,100,50,100,50,50,75,50,50,50,50,50,50,50,50,75,50,50,50,100,100,100,100,100,100,50,100,100,100,50,100,50,50,75,100,75,100,100,50,50,100,50,50,100,100,50,100,50,50,75,50,50,50,50,Greek Super League
Atromitos,4gex5os8jassavy6lopipbcz3,6oaqk4pdojnlefa3zubsysmvp,J. Uronen,Jere Uronen,32,Defender,Finland,Defender,56.0,60.0,5.0,110.0,0.0,8.0,360.0,6.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,12.0,0.0,2.0,1.0,0.0,5.0,5.0,5.0,0.0,0.0,0.0,80.29,27.78,25.0,0.0,0.0,54.55,55.56,83.33,0.0994408053853597,0.4992263789436401,0.0,5.0,0.3733896399999999,3.0,10.0,9.0,0.34864791,66.0,14.0,15.0,1.25,27.5,0.0,2.0,1.5,1.0,0.25,0.0,0.25,0.0,0.0,0.0,3.0,0.0,0.5,0.25,0.0,1.25,1.25,1.25,0.0,0.0,0.0,80.29,27.78,25.0,0.0,0.0,54.55,55.56,83.33,0.0248602013463399,0.12480659473591,0.0,1.25,0.0933474099999999,0.75,2.5,2.25,0.0871619775,16.5,LB/LCB,31,73,42,54,54,65,100,77,46,27,85,46,15,15,46,38,42,27,23,85,88,77,42,54,54,31,15,58,23,38,23,69,85,38,77,38,69,92,69,77,46,69,85,31,42,31,23,54,42,100,77,38,27,85,46,15,15,31,38,35,19,23,62,81,69,42,54,54,31,15,58,23,38,23,69,85,38,77,38,54,92,69,77,46,62,69,Greek Super League
Atromitos,4gex5os8jassavy6lopipbcz3,7tcnz9r7dprteao47jjw9w0r9,S. Zuber,Steven Zuber,35,Midfielder,Switzerland,Midfielder,28.0,57.0,1.0,85.0,0.0,4.0,336.0,0.0,1.0,10.0,6.0,4.0,5.0,6.0,6.0,23.0,2.0,17.0,16.0,3.0,1.0,3.0,1.0,0.0,0.0,0.0,77.98,50.0,0.0,50.0,20.0,63.89,50.0,100.0,0.8074590009863061,0.0722170788368472,3.0,2.0,0.03733942,4.0,1.0,8.0,0.2495936,39.0,7.5,15.267857142857142,0.2678571428571428,22.767857142857142,0.0,1.0714285714285714,0.0,0.2678571428571428,2.6785714285714284,1.6071428571428572,1.0714285714285714,1.3392857142857142,1.6071428571428572,1.6071428571428572,6.160714285714286,0.5357142857142857,4.553571428571429,4.285714285714286,0.8035714285714286,0.2678571428571428,0.8035714285714286,0.2678571428571428,0.0,0.0,0.0,77.98,50.0,0.0,50.0,20.0,63.89,50.0,100.0,0.2162836609784748,0.0193438604027269,0.8035714285714286,0.5357142857142857,0.0100016303571428,1.0714285714285714,0.2678571428571428,2.142857142857143,0.0668554285714285,10.446428571428571,CM/AM,43,53,10,53,53,87,17,27,83,87,83,100,77,70,93,57,100,100,77,20,77,43,37,37,53,40,43,17,53,27,87,57,90,87,27,77,10,7,67,7,23,20,50,27,33,7,33,53,87,17,20,73,87,73,100,73,53,87,53,93,100,60,13,73,33,37,37,53,40,43,17,53,27,87,57,90,73,20,73,7,7,53,7,7,20,20,Greek Super League
